X1,EDAT,SEXE,ANTIGUETAT,ESCOLA,DEPARTAMENT,TIPUS,ALTRAUNI,REDUCCIO,DOCTOR,ANYTESI,RAOTESI,ACREDITACIO,ANYACREDITACIO,FENTTESI,RAOFENTTESI,DISPOSATTESI,CARRERA,ASSOCIAT,FALSASSOCIAT,EXPECTATIVES,GESTIO,RENOVACIO,X2,BONTRACTE,X3,FORMACIO,SATISFET,ASSEMBLEES,MOBILITZACIONS
"44131,85028",De 25 a 34 anys,Home,1 - Menys de 2 anys,EPSEM,712/EM,Tipus T1,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,0 - No,0 - No,1 - Grau,1 - No,,2,,4,4,2 - Si,2 - Si
"44131,87216",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,EPSEM,750/EMIT,Tipus T1,0,1 - No,2 - Si,2016,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,1 - No contesto,3 - Si,0 - No contesto,1 - No,,3,,1,1,1 - No contesto,1 - No contesto
"44132,2655",De 35 a 44 anys,Home,4 - Entre 11 i 20 anys,ETSAV,740/UOT,Tipus T1,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,2,,1,1,0 - No,2 - Si
"44132,33231",De 25 a 34 anys,Dona,1 - Menys de 2 anys,ESAB,0 - No contesto,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,3,3,2 - Si,1 - No contesto
"44132,33999",De 45 a 54 anys,Home,2 - Entre 2 i 5 anys,ETSAB,735/PA,Tipus T1,0,2 - Si,2 - Si,2016,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,1 - No contesto,2 - Depèn,0 - No contesto,1 - No,,3,,2,2,2 - Si,2 - Si
"44132,45538",De 45 a 54 anys,Home,1 - Menys de 2 anys,EPSEVG,723/CS,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,4,3,1 - No contesto,1 - No contesto
"44132,48113",De 35 a 44 anys,Home,3 - Entre 6 i 10 anys,"ETSECCPB, EPSEM",751/DECA,Tipus T2,0,2 - Si,2 - Si,2011,1- Realització personal,"Lector/a, Ajudant doctor",2012,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,2 - Màster,1 - No,,2,,1,1,2 - Si,2 - Si
"44132,61126",De 45 a 54 anys,Dona,3 - Entre 6 i 10 anys,ETSAB,753/TA,Tipus T2,0,1 - No,2 - Si,2009,4 - Vull fer carrera acadèmica,Lector/a,2012,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,1 - Grau,1 - No,,1,,1,1,2 - Si,1 - No contesto
"44132,68832",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,0 - No contesto,0 - No contesto,Tipus T1,0,1 - No,2 - Si,2015,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,4,,4,4,0 - No,2 - Si
"44132,76923",De 35 a 44 anys,Dona,4 - Entre 11 i 20 anys,0 - No contesto,0 - No contesto,No ho sé,0,1 - No,2 - Si,2008,4 - Vull fer carrera acadèmica,Lector/a,2019,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,2 - Depèn,0 - No contesto,2 - Si,,0 - No contesto,,1,1,2 - Si,2 - Si
"44132,77391",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,FOOT,731/OO,Tipus T1,0,1 - No,2 - Si,2016,3 - Les tres coses,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,1 - Grau,1 - No,,3,,1,1,1 - No contesto,2 - Si
"44132,91382",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,ETSAV,0 - No contesto,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,1 - No contesto,3 - Grau i Màster,2 - Si,,2,,3,2,0 - No,1 - No contesto
"44133,32677",De 45 a 54 anys,Dona,4 - Entre 11 i 20 anys,"ETSAB, ETSAV, ESAB",735/PA,Tipus T2,1,2 - Si,2 - Si,2015,4 - Vull fer carrera acadèmica,Lector/a,2018,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,1 - No,,3,,2,1,1 - No contesto,2 - Si
"44133,40687",De 35 a 44 anys,Dona,4 - Entre 11 i 20 anys,ETSAB,735/PA,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,1 - No contesto,2 - Si,2 - Si,2 - Depèn,1 - Grau,1 - No,,2,,4,2,1 - No contesto,2 - Si
"44133,45906",De 45 a 54 anys,Dona,3 - Entre 6 i 10 anys,ETSAB,735/PA,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,1 - No contesto,1 - No contesto,3 - Si,3 - Grau i Màster,2 - Si,,1,,1,1,2 - Si,2 - Si
"44133,48525",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,ETSAB,735/PA,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,2,,3,2,0 - No,2 - Si
"44133,50032",De 45 a 54 anys,Home,2 - Entre 2 i 5 anys,ESEIAAT,717/DEGD,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,2,,3,3,1 - No contesto,2 - Si
"44133,53863",De 35 a 44 anys,Home,1 - Menys de 2 anys,ESEIAAT,0 - No contesto,No ho sé,0,1 - No,2 - Si,2016,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,1 - No contesto,1 - No contesto,3 - Si,0 - No contesto,1 - No,,3,,3,3,1 - No contesto,1 - No contesto
"44133,56522",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,ESEIAAT,707/ESAII,No ho sé,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,3,4,1 - No contesto,1 - No contesto
"44133,58473",Més de 60 anys,Home,5 - Més de 20 anys,ETSAB,735/PA,Tipus T3,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,4,,4,4,2 - Si,2 - Si
"44133,63394",De 55 a 60 anys,Home,4 - Entre 11 i 20 anys,EPSEB,752/RA,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,1 - Personal,1 - No contesto,2 - Si,2 - Si,0 - No,0 - No,1 - Grau,1 - No,,2,,3,2,2 - Si,2 - Si
"44133,66205",De 45 a 54 anys,Home,3 - Entre 6 i 10 anys,FIB,707/ESAII,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,0 - No,2 - Depèn,2 - Màster,1 - No,,3,,4,3,1 - No contesto,2 - Si
"44133,67203",De 35 a 44 anys,Home,1 - Menys de 2 anys,"ETSEIB, EEBE",707/ESAII,No ho sé,0,1 - No,2 - Si,2018,4 - Vull fer carrera acadèmica,Lector/a,2020,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,2 - Depèn,0 - No contesto,1 - No,,2,,2,2,1 - No contesto,1 - No contesto
"44133,81812",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,EPSEM,750/EMIT,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,1 - No contesto,2 - Si,0 - No,3 - Si,1 - Grau,1 - No,,4,,4,4,2 - Si,2 - Si
"44133,9538",De 45 a 54 anys,Dona,4 - Entre 11 i 20 anys,"EETAC, ESAB",732/OE,Tipus T2,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,3 - Acadèmica/Professional,1 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,2,,1,2,2 - Si,2 - Si
"44133,96891",De 45 a 54 anys,Dona,4 - Entre 11 i 20 anys,"EETAC, ESAB",732/OE,Tipus T2,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,3 - Acadèmica/Professional,1 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,2,,1,2,2 - Si,2 - Si
"44134,2678",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,EEBE,710/EEL,No ho sé,0,1 - No,2 - Si,2016,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,1 - No contesto,1 - No contesto,3 - Si,1 - Grau,1 - No,,3,,4,3,2 - Si,2 - Si
"44134,38295",De 45 a 54 anys,Dona,4 - Entre 11 i 20 anys,ETSAB,740/UOT,Tipus T1,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,4,,2,2,2 - Si,2 - Si
"44134,40309",De 45 a 54 anys,Dona,4 - Entre 11 i 20 anys,ETSAV,753/TA,Tipus T2,1,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,0 - No,2 - Si,2 - Depèn,1 - Grau,1 - No,,3,,3,2,2 - Si,2 - Si
"44134,43211",De 55 a 60 anys,Dona,5 - Més de 20 anys,"ETSAB, EPSEB",756/THATC,Tipus T1,0,1 - No,2 - Si,2012,4 - Vull fer carrera acadèmica,Lector/a,2013,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,1 - No,,3,,1,1,1 - No contesto,2 - Si
"44134,52181",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,"ETSEIB, EEBE, ESAB",702/CEM,Tipus T1,1,1 - No,2 - Si,2017,2 - Carrera profesional,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,0 - No,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,2,,3,2,2 - Si,0 - No
"44134,54121",De 45 a 54 anys,Dona,5 - Més de 20 anys,ESEIAAT,0 - No contesto,Tipus T2,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,3,2,1 - No contesto,1 - No contesto
"44134,89914",De 45 a 54 anys,Home,2 - Entre 2 i 5 anys,"FIB, EPSEVG",701/AC,Tipus T1,1,1 - No,2 - Si,2013,4 - Vull fer carrera acadèmica,Lector/a,2014,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,0 - No contesto,1 - No,,3,,1,2,2 - Si,2 - Si
"44135,43221",De 45 a 54 anys,Home,3 - Entre 6 i 10 anys,FNB,742/CEN,No ho sé,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,4,4,0 - No,1 - No contesto
"44135,72115",Més de 60 anys,Home,5 - Més de 20 anys,0 - No contesto,0 - No contesto,Tipus T2,0,2 - Si,2 - Si,2013,4 - Vull fer carrera acadèmica,"Lector/a, Contractat/da doctor/a",2016,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,1 - No contesto,1 - No contesto,3 - Si,3 - Grau i Màster,1 - No,,0 - No contesto,,1,1,1 - No contesto,1 - No contesto
"44135,79237",De 45 a 54 anys,Home,1 - Menys de 2 anys,ETSEIB,749/MAT,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,0 - No,1 - No contesto,2 - Depèn,0 - No contesto,1 - No,,3,,2,3,2 - Si,2 - Si
"44137,53295",De 25 a 34 anys,Dona,1 - Menys de 2 anys,FIB,723/CS,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,2 - Professional,1 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,2,,4,3,0 - No,0 - No
"44137,53385",Més de 60 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,735/PA,Tipus T3,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,0 - No,1 - Grau,1 - No,,3,,3,3,2 - Si,1 - No contesto
"44138,49269",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,0 - No contesto,0 - No contesto,Tipus T1,0,1 - No,2 - Si,1997,4 - Vull fer carrera acadèmica,Lector/a,2006,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,2 - Depèn,2 - Màster,1 - No,,0 - No contesto,,2,2,2 - Si,2 - Si
"44138,81888",De 55 a 60 anys,Home,5 - Més de 20 anys,ETSAV,740/UOT,Tipus T3,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,1 - Personal,1 - No contesto,0 - No,0 - No,2 - Si,0 - No,0 - No contesto,1 - No,,2,,2,3,2 - Si,2 - Si
"44138,84369",De 35 a 44 anys,Home,1 - Menys de 2 anys,ETSEIB,737/RMEE,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,2,,3,2,0 - No,1 - No contesto
"44144,70489",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,"ETSAB, EETAC, ESAB",735/PA,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,2,,3,2,1 - No contesto,2 - Si
"44148,5599",De 45 a 54 anys,Dona,2 - Entre 2 i 5 anys,"EETAC, EPSEB",749/MAT,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,1 - No contesto,1 - No contesto,2 - Depèn,0 - No contesto,1 - No,,0 - No contesto,,4,3,2 - Si,1 - No contesto
"44151,53299",De 35 a 44 anys,Dona,2 - Entre 2 i 5 anys,ETSEIB,712/EM,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,3 - Si,0 - No contesto,1 - No,,3,,3,3,1 - No contesto,1 - No contesto
