X1,EDAT,SEXE,ANTIGUETAT,ESCOLA,DEPARTAMENT,TIPUS,ALTRAUNI,REDUCCIO,DOCTOR,ANYTESI,RAOTESI,ACREDITACIO,ANYACREDITACIO,FENTTESI,RAOFENTTESI,DISPOSATTESI,CARRERA,ASSOCIAT,FALSASSOCIAT,EXPECTATIVES,GESTIO,RENOVACIO,X2,BONTRACTE,X3,FORMACIO,SATISFET,ASSEMBLEES,MOBILITZACIONS
"44130,81598",De 35 a 44 anys,Dona,1 - Menys de 2 anys,ETSAB,735/PA,Tipus T1,1,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,4,3,2 - Si,2 - Si
"44130,81917",Més de 60 anys,Home,5 - Més de 20 anys,ETSAB,753/TA,Tipus T3,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,3,3,1 - No contesto,2 - Si
"44130,81958",De 25 a 34 anys,Dona,1 - Menys de 2 anys,"ESEIAAT, ETSEIB, FIB",707/ESAII,Tipus T1,1,1 - No,2 - Si,2020,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,0 - No,3 - Si,0 - No contesto,1 - No,,3,,3,3,1 - No contesto,1 - No contesto
"44130,82495",De 55 a 60 anys,Home,5 - Més de 20 anys,ETSAB,735/PA,Tipus T2,0,1 - No,2 - Si,2000,4 - Vull fer carrera acadèmica,"Lector/a, Agregat/da",2006,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,0 - No contesto,1 - No,,1,,1,1,2 - Si,2 - Si
"44130,83058",De 35 a 44 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,740/UOT,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,2,,3,3,1 - No contesto,2 - Si
"44130,83096",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,ETSEIB,724/MMT,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,4,,4,4,0 - No,2 - Si
"44130,83229",De 35 a 44 anys,Dona,3 - Entre 6 i 10 anys,EPSEVG,737/RMEE,Tipus T1,0,1 - No,2 - Si,2013,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,2 - Depèn,1 - Grau,2 - Si,,1,,1,1,2 - Si,2 - Si
"44130,84874",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,EPSEVG,748/FIS,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,2,3,1 - No contesto,1 - No contesto
"44130,85573",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,"ETSETB, EPSEVG",732/OE,No ho sé,0,2 - Si,2 - Si,2017,1- Realització personal,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,4,3,1 - No contesto,1 - No contesto
"44130,85839",De 35 a 44 anys,Dona,4 - Entre 11 i 20 anys,ETSECCPB,751/DECA,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,3,3,0 - No,2 - Si
"44130,87332",Més de 60 anys,Home,3 - Entre 6 i 10 anys,0 - No contesto,717/DEGD,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,4,2,1 - No contesto,1 - No contesto
"44130,89447",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,EPSEVG,712/EM,No ho sé,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,0 - No,3 - Si,1 - Grau,1 - No,,4,,3,1,2 - Si,2 - Si
"44130,89631",De 45 a 54 anys,Dona,3 - Entre 6 i 10 anys,ETSAB,0 - No contesto,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,1 - Personal,1 - No contesto,0 - No,2 - Si,0 - No,3 - Si,0 - No contesto,2 - Si,,4,,3,2,2 - Si,2 - Si
"44130,90161",Més de 60 anys,Dona,5 - Més de 20 anys,ETSAB,740/UOT,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,0 - No,2 - Màster,1 - No,,2,,1,4,2 - Si,2 - Si
"44130,90177",De 35 a 44 anys,Home,1 - Menys de 2 anys,"ETSAB, ETSETB",748/FIS,No ho sé,0,1 - No,2 - Si,2013,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,2 - Depèn,0 - No contesto,2 - Si,,2,,1,1,2 - Si,2 - Si
"44130,91035",De 45 a 54 anys,0 - No contesto,2 - Entre 2 i 5 anys,ETSAB,735/PA,Tipus T1,1,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,0 - No contesto,,1,1,2 - Si,2 - Si
"44130,9152",De 35 a 44 anys,Home,3 - Entre 6 i 10 anys,ETSEIB,732/OE,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,4,4,2 - Si,1 - No contesto
"44130,91612",De 35 a 44 anys,Home,3 - Entre 6 i 10 anys,EPSEVG,0 - No contesto,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,2 - Professional,1 - No contesto,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,4,,4,4,0 - No,1 - No contesto
"44130,91787",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,EPSEB,701/AC,No ho sé,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,0 - No,2 - Si,0 - No,3 - Si,0 - No contesto,1 - No,,2,,3,3,0 - No,2 - Si
"44130,91842",De 45 a 54 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,735/PA,Tipus T1,0,1 - No,2 - Si,2018,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,0 - No,3 - Si,0 - No contesto,1 - No,,4,,2,3,2 - Si,2 - Si
"44130,92045",De 55 a 60 anys,Home,5 - Més de 20 anys,ETSAB,735/PA,Tipus T3,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,1 - Personal,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,2 - Màster,1 - No,,4,,3,3,2 - Si,2 - Si
"44130,9243",De 45 a 54 anys,Home,2 - Entre 2 i 5 anys,ETSAV,735/PA,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,2,,3,2,2 - Si,2 - Si
"44130,92971",De 45 a 54 anys,Dona,1 - Menys de 2 anys,ETSAB,735/PA,No ho sé,1,2 - Si,2 - Si,2015,4 - Vull fer carrera acadèmica,Lector/a,2018,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,1 - No contesto,1 - No contesto,3 - Si,1 - Grau,1 - No,,0 - No contesto,,1,1,1 - No contesto,1 - No contesto
"44130,93364",De 45 a 54 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,753/TA,Tipus T1,0,1 - No,2 - Si,2012,2 - Carrera profesional,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,1 - No,,4,,4,4,2 - Si,1 - No contesto
"44130,9372",De 55 a 60 anys,Home,5 - Més de 20 anys,ETSAB,735/PA,Tipus T3,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,2,2,1 - No contesto,2 - Si
"44130,94094",De 35 a 44 anys,Dona,2 - Entre 2 i 5 anys,ETSEIB,709/EE,No ho sé,0,1 - No,2 - Si,2011,1- Realització personal,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,3,3,1 - No contesto,2 - Si
"44130,9443",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,ETSAV,0 - No contesto,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,1 - No contesto,3 - Grau i Màster,2 - Si,,2,,3,2,0 - No,1 - No contesto
"44130,94868",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,ETSEIB,724/MMT,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,2,,3,2,2 - Si,2 - Si
"44130,95309",De 35 a 44 anys,Dona,3 - Entre 6 i 10 anys,ETSEIB,748/FIS,No ho sé,0,1 - No,2 - Si,2009,4 - Vull fer carrera acadèmica,Agregat/da,2015,1 - No contesto,0 - No contesto,1 - No contesto,0 - No,2 - Si,0 - No,2 - Depèn,2 - Màster,2 - Si,,1,,4,3,1 - No contesto,1 - No contesto
"44130,95421",De 55 a 60 anys,Home,2 - Entre 2 i 5 anys,ETSAB,740/UOT,No ho sé,1,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,2 - Si,0 - No,0 - No contesto,2 - Si,,1,,3,1,1 - No contesto,2 - Si
"44130,95848",De 45 a 54 anys,Home,1 - Menys de 2 anys,"ESEIAAT, FOOT",749/MAT,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,1 - Personal,1 - No contesto,2 - Si,0 - No,2 - Si,2 - Depèn,0 - No contesto,1 - No,,3,,3,1,0 - No,2 - Si
"44130,96655",De 35 a 44 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,740/UOT,No ho sé,0,1 - No,2 - Si,2014,1- Realització personal,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Depèn,2 - Màster,1 - No,,4,,3,1,2 - Si,2 - Si
"44130,97034",De 25 a 34 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,756/THATC,Tipus T1,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,0 - No,0 - No,3 - Si,1 - Grau,1 - No,,2,,1,1,2 - Si,2 - Si
"44130,9748",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,EPSEB,748/FIS,Tipus T1,0,1 - No,2 - Si,2012,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,0 - No contesto,1 - No,,4,,2,2,2 - Si,2 - Si
"44130,98019",De 35 a 44 anys,Home,3 - Entre 6 i 10 anys,ETSAV,740/UOT,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,2 - Si,2 - Si,3 - Si,1 - Grau,1 - No,,0 - No contesto,,3,3,2 - Si,2 - Si
"44130,99753",De 25 a 34 anys,Dona,1 - Menys de 2 anys,FOOT,731/OO,Tipus T1,1,1 - No,2 - Si,2017,2 - Carrera profesional,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,3,3,1 - No contesto,2 - Si
"44131,02021",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,ETSEIB,724/MMT,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,2,,3,2,2 - Si,2 - Si
"44131,05305",De 35 a 44 anys,Home,3 - Entre 6 i 10 anys,ETSAB,735/PA,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,2,,4,3,1 - No contesto,2 - Si
"44131,30566",De 45 a 54 anys,Dona,3 - Entre 6 i 10 anys,ETSAB,0 - No contesto,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,0 - No,1 - No contesto,3 - Si,2 - Màster,1 - No,,1,,1,1,2 - Si,2 - Si
"44131,31684",De 35 a 44 anys,Home,4 - Entre 11 i 20 anys,EPSEB,753/TA,Tipus T1,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,0 - No contesto,,3,2,2 - Si,2 - Si
"44131,32099",De 35 a 44 anys,Home,4 - Entre 11 i 20 anys,ETSAV,740/UOT,Tipus T1,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,2,,1,1,0 - No,2 - Si
"44131,32457",De 35 a 44 anys,Home,4 - Entre 11 i 20 anys,ESEIAAT,717/DEGD,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,0 - No,3 - Si,3 - Grau i Màster,1 - No,,2,,1,2,1 - No contesto,2 - Si
"44131,34984",De 55 a 60 anys,Home,2 - Entre 2 i 5 anys,ETSAB,735/PA,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,4,2,0 - No,2 - Si
"44131,3523",De 45 a 54 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,740/UOT,Tipus T1,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,0 - No,2 - Si,0 - No,3 - Si,1 - Grau,1 - No,,2,,2,2,2 - Si,2 - Si
"44131,35309",Més de 60 anys,Home,2 - Entre 2 i 5 anys,ETSETB,712/EM,Tipus T2,1,1 - No,2 - Si,2004,1- Realització personal,"Lector/a, Agregat/da, Contractat/da doctor/a",2010,1 - No contesto,0 - No contesto,1 - No contesto,1 - No contesto,2 - Si,1 - No contesto,0 - No,0 - No contesto,1 - No,,3,,3,3,1 - No contesto,2 - Si
"44131,35537",De 25 a 34 anys,Home,1 - Menys de 2 anys,ESEIAAT,737/RMEE,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,4,4,2 - Si,2 - Si
"44131,35647",De 45 a 54 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,756/THATC,No ho sé,0,2 - Si,2 - Si,2014,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,1 - No contesto,0 - No,0 - No,0 - No contesto,1 - No,,2,,2,3,1 - No contesto,2 - Si
"44131,36283",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,FNB,742/CEN,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,2 - Si,,2,,4,4,2 - Si,2 - Si
"44131,39428",De 35 a 44 anys,Dona,1 - Menys de 2 anys,ETSAB,753/TA,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,3 - Acadèmica/Professional,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,2,,3,3,2 - Si,1 - No contesto
"44131,39708",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,ESEIAAT,710/EEL,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,3,3,1 - No contesto,1 - No contesto
"44131,40214",De 35 a 44 anys,Dona,2 - Entre 2 i 5 anys,ESEIAAT,724/MMT,No ho sé,0,1 - No,2 - Si,2012,4 - Vull fer carrera acadèmica,Lector/a,2018,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,1,1,2 - Si,2 - Si
"44131,4062",De 45 a 54 anys,Dona,2 - Entre 2 i 5 anys,"ESEIAAT, EEBE",729/MF,Tipus T1,1,2 - Si,2 - Si,2015,1- Realització personal,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,2 - Si,,3,,2,2,1 - No contesto,1 - No contesto
"44131,4064",De 35 a 44 anys,Dona,1 - Menys de 2 anys,FOOT,731/OO,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,4,3,2 - Si,2 - Si
"44131,42065",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,ETSAB,735/PA,Tipus T2,0,1 - No,2 - Si,2015,4 - Vull fer carrera acadèmica,Lector/a,2017,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,1,,1,1,1 - No contesto,2 - Si
"44131,43971",De 25 a 34 anys,Dona,2 - Entre 2 i 5 anys,ESEIAAT,717/DEGD,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,3,3,1 - No contesto,1 - No contesto
"44131,45599",De 55 a 60 anys,Home,1 - Menys de 2 anys,EEBE,749/MAT,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,3,,4,4,0 - No,1 - No contesto
"44131,47016",De 45 a 54 anys,Home,5 - Més de 20 anys,ETSAB,735/PA,Tipus T3,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,1,,1,1,2 - Si,2 - Si
"44131,4764",De 45 a 54 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,752/RA,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,2 - Si,1 - No contesto,3 - Si,0 - No contesto,2 - Si,,3,,3,2,0 - No,1 - No contesto
"44131,51974",De 55 a 60 anys,Home,2 - Entre 2 i 5 anys,ETSEIB,749/MAT,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,1 - No contesto,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,4,2,1 - No contesto,1 - No contesto
"44131,53276",De 45 a 54 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,753/TA,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,1 - Personal,1 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,1,,4,2,2 - Si,2 - Si
"44131,55133",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,EPSEVG,717/DEGD,Tipus T1,1,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,0 - No,2 - Si,0 - No,0 - No contesto,1 - No,,4,,2,3,0 - No,2 - Si
"44131,57088",De 35 a 44 anys,Home,3 - Entre 6 i 10 anys,ETSAB,740/UOT,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,3,2,2 - Si,2 - Si
"44131,57622",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,ETSAB,735/PA,Tipus T1,1,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,0 - No contesto,,4,3,1 - No contesto,2 - Si
"44131,59366",De 45 a 54 anys,Home,2 - Entre 2 i 5 anys,ESEIAAT,729/MF,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,1 - Grau,1 - No,,2,,1,1,0 - No,2 - Si
"44131,60279",De 45 a 54 anys,Dona,3 - Entre 6 i 10 anys,ETSAB,735/PA,Tipus T1,1,1 - No,2 - Si,2015,4 - Vull fer carrera acadèmica,Lector/a,2017,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,0 - No,3 - Si,1 - Grau,1 - No,,2,,1,1,1 - No contesto,2 - Si
"44131,6188",Més de 60 anys,Home,5 - Més de 20 anys,ETSAB,0 - No contesto,Tipus T1,0,2 - Si,2 - Si,1997,1- Realització personal,Contractat/da doctor/a,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,0 - No,2 - Si,1 - No contesto,2 - Depèn,0 - No contesto,1 - No,,3,,2,2,1 - No contesto,2 - Si
"44131,63461",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,ETSAB,753/TA,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,2 - Depèn,2 - Màster,1 - No,,2,,3,2,2 - Si,2 - Si
"44131,63782",Més de 60 anys,Home,5 - Més de 20 anys,ETSAB,740/UOT,Tipus T3,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,2,2,2 - Si,2 - Si
"44131,69023",De 35 a 44 anys,Dona,4 - Entre 11 i 20 anys,ETSAB,735/PA,No ho sé,1,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,1 - No contesto,0 - No contesto,2 - Si,,4,,2,4,1 - No contesto,2 - Si
"44131,69404",De 45 a 54 anys,Home,5 - Més de 20 anys,ETSECCPB,751/DECA,Tipus T2,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,0 - No,2 - Si,0 - No,0 - No,2 - Màster,1 - No,,1,,1,1,0 - No,2 - Si
"44131,70637",De 45 a 54 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,753/TA,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,1 - Personal,1 - No contesto,1 - No contesto,0 - No,2 - Si,0 - No,3 - Grau i Màster,1 - No,,2,,1,2,1 - No contesto,2 - Si
"44131,70734",De 45 a 54 anys,Home,2 - Entre 2 i 5 anys,ESEIAAT,702/CEM,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,3,2,1 - No contesto,1 - No contesto
"44131,73427",De 35 a 44 anys,Home,3 - Entre 6 i 10 anys,FIB,707/ESAII,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,1 - No contesto,1 - No contesto,2 - Depèn,0 - No contesto,2 - Si,,3,,4,2,1 - No contesto,2 - Si
"44131,79891",De 55 a 60 anys,Home,1 - Menys de 2 anys,ETSEIB,748/FIS,No ho sé,1,2 - Si,2 - Si,1997,1- Realització personal,Contractat/da doctor/a,1993,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,2 - Si,2 - Depèn,0 - No contesto,2 - Si,,3,,1,1,2 - Si,2 - Si
"44131,7998",De 45 a 54 anys,Home,5 - Més de 20 anys,"ETSECCPB, EPSEB",751/DECA,Tipus T1,1,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,2 - Si,,1,,3,3,2 - Si,2 - Si
"44131,81835",De 45 a 54 anys,Home,2 - Entre 2 i 5 anys,ETSAB,753/TA,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,2 - Professional,1 - No contesto,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,3,3,0 - No,2 - Si
